               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.078566,            0.027191,            0.024419,            0.013699,                   1,            0.036852,            0.018426,            0.035371,            0.024864,            0.018132,                 0.1,                   0,                   0
